Ensembl Gene ID	Associated Gene Name	Chromosome Name	Gene Start (bp)	Gene End (bp)	Gene Biotype	Transcript count
ENSDARG00000026348	csad	23	36476312	36493237	protein_coding	1
ENSDARG00000031243	snai3	7	56455800	56463178	protein_coding	1
ENSDARG00000074184	ARHGAP32 (1 of 2)	21	23816222	23910499	protein_coding	2
ENSDARG00000092294	si:dkey-222h21.6	1	58977303	59003251	protein_coding	2
ENSDARG00000038909	msl2a	2	24894087	24898998	protein_coding	1
ENSDARG00000087258	ypel2b	15	15916569	15933660	protein_coding	2
ENSDARG00000078475	klhl23	9	49121929	49166771	protein_coding	1
ENSDARG00000087229	exoc7	12	47771834	47813573	protein_coding	6
ENSDARG00000023152	wdr73	21	20771749	20776156	protein_coding	1
ENSDARG00000001976	si:ch211-13k12.1	18	25437294	25529331	protein_coding	1
ENSDARG00000040251	ctsk	16	31753228	31762840	protein_coding	1
ENSDARG00000054823	id3	17	27113089	27114986	protein_coding	1
ENSDARG00000091745	CABZ01055591.1	2	4989926	4999272	protein_coding	1
ENSDARG00000097217	si:dkey-229e3.2	17	39909444	39919110	protein_coding	2
ENSDARG00000055054	bcl9l	18	42297327	42394808	protein_coding	2
ENSDARG00000075953	ddx24	17	53922567	53930602	protein_coding	3
ENSDARG00000091348	rtn3	7	18754421	18791672	protein_coding	2
ENSDARG00000094356		2	58439050	58448431	protein_coding	1
ENSDARG00000094581	si:ch211-198j3.1	17	40576215	40583765	processed_transcript	11
ENSDARG00000070484	zgc:195001	3	30353982	30369623	protein_coding	1
ENSDARG00000086318	BX324198.2	7	19676949	19685583	protein_coding	1
ENSDARG00000014871	syngr3a	3	40164998	40174983	protein_coding	1
ENSDARG00000060646	senp5	22	41963964	41976243	protein_coding	2
ENSDARG00000031657	fahd1	3	18617468	18618457	protein_coding	1
ENSDARG00000078952	BX539307.1	22	10013116	10024224	protein_coding	1
ENSDARG00000079290	si:ch211-162k9.5	15	31633432	31640041	protein_coding	3
ENSDARG00000038646	ftr11	2	42809792	42816259	protein_coding	2
ENSDARG00000006672	znf395	20	35280011	35322631	protein_coding	7
ENSDARG00000073696	frmd8	10	27579911	27596158	protein_coding	2
ENSDARG00000060401	SH3RF3	9	57554305	57606825	protein_coding	4
ENSDARG00000051737	si:ch211-113a14.14	25	37366258	37366668	protein_coding	1
ENSDARG00000034734	med6	13	36536721	36543085	protein_coding	2
ENSDARG00000094215	si:dkey-240n22.2	4	60930678	60947274	antisense	2
ENSDARG00000068973	pdlim4	21	42144176	42207289	protein_coding	2
ENSDARG00000076192	ankrd1b	12	17512188	17517853	protein_coding	1
ENSDARG00000074719	si:ch73-173m3.3	21	29292600	29304551	protein_coding	2
ENSDARG00000079191	CD200 (5 of 5)	1	34396220	34439740	protein_coding	2
ENSDARG00000088484	kcnj1a.6	18	47054619	47056563	protein_coding	2
ENSDARG00000069338	zgc:152863	15	24820499	24830646	protein_coding	1
ENSDARG00000079283	si:ch211-247j9.1	21	31099916	31112621	protein_coding	2
ENSDARG00000017657	C6H1orf74	6	40805070	40806117	protein_coding	1
ENSDARG00000094860		19	45031400	45036187	protein_coding	1
ENSDARG00000094280	USP21	23	20977805	20989850	protein_coding	2
ENSDARG00000087954	rac1b	3	56965390	56985052	protein_coding	2
ENSDARG00000018506	ftr03	2	42348696	42351372	protein_coding	2
ENSDARG00000031346	rbm17	4	24584237	24602724	protein_coding	3
ENSDARG00000026904	cbln13	2	37613182	37616715	protein_coding	3
ENSDARG00000015991	SSBP2 (1 of 2)	10	44299320	44437450	protein_coding	1
ENSDARG00000094170	taar19h	10	42050863	42051894	protein_coding	2
ENSDARG00000054749	lmo4b	6	25668492	25687626	protein_coding	2
ENSDARG00000088889	si:dkey-108k21.14	25	36121818	36122432	protein_coding	1
ENSDARG00000038900	acadm	2	26618240	26624320	protein_coding	4
ENSDARG00000029995	tnni2b.2	7	40778864	40785591	protein_coding	3
ENSDARG00000097301	si:ch211-138m24.1	17	42295742	42327948	lincRNA	1
ENSDARG00000024229	ubl7a	25	32721646	32741892	protein_coding	1
ENSDARG00000027495	elovl4b	23	40684886	40712823	protein_coding	1
ENSDARG00000039969	akirin1	16	35434921	35454241	protein_coding	2
ENSDARG00000043034	MCOLN3 (1 of 2)	23	44968865	44980038	protein_coding	1
ENSDARG00000008947	rtf1	13	33453048	33469756	protein_coding	1
ENSDARG00000024619	FOXO6 (1 of 2)	19	15003324	15053001	protein_coding	1
ENSDARG00000025043	trip13	16	56493081	56517756	protein_coding	3
ENSDARG00000070157	tgm2a	23	43623044	43639783	protein_coding	3
ENSDARG00000090496	THSD7A (2 of 2)	16	50036473	50387477	protein_coding	2
ENSDARG00000052766	EVI5L	1	45673097	45760950	protein_coding	2
ENSDARG00000060253	si:ch211-216b21.2	12	38208388	38278150	protein_coding	2
ENSDARG00000090757	CR382283.1	7	9176799	9177438	pseudogene	1
ENSDARG00000059438	galnt18b	7	67598183	67791964	protein_coding	1
ENSDARG00000071543	SHISA4 (3 of 3)	22	10685210	10690344	protein_coding	1
ENSDARG00000079158	thpo	2	16876364	16893854	protein_coding	1
ENSDARG00000004372	fmnl3	23	25642291	25736211	protein_coding	4
ENSDARG00000023181	pcp4l1	2	37697938	37703032	protein_coding	1
ENSDARG00000038938	ssfa2	9	45370917	45486703	protein_coding	4
ENSDARG00000093494	si:ch211-217k17.9	1	52892868	52895323	protein_coding	2
ENSDARG00000074754	si:dkey-188i13.9	13	38036056	38040199	protein_coding	3
ENSDARG00000092448	si:dkey-220o10.1	13	28630515	28638161	processed_transcript	4
ENSDARG00000094678	si:dkey-9i23.6	1	45240271	45252009	protein_coding	1
ENSDARG00000062016	vps51	10	27597458	27607923	protein_coding	1
ENSDARG00000076171	znf827	1	35725982	35859492	protein_coding	1
ENSDARG00000038863	bre	17	41241034	41423508	protein_coding	3
ENSDARG00000005574	vsx2	17	31711750	31718780	protein_coding	1
ENSDARG00000088241	si:dkey-193i10.1	4	51696337	51709342	protein_coding	4
ENSDARG00000088859	taar14f	20	46537079	46538331	protein_coding	1
ENSDARG00000075012	glra2	9	56926542	56953384	protein_coding	2
ENSDARG00000061249	myom1a	2	30631020	30674745	protein_coding	6
ENSDARG00000095112	si:dkey-58f10.3	5	40386525	40386947	processed_transcript	1
ENSDARG00000026611	socs3b	12	37046023	37065349	protein_coding	2
ENSDARG00000077070	ssna1	5	62893164	62902337	protein_coding	2
ENSDARG00000037874	si:dkey-21n8.3	3	40953652	40960378	protein_coding	3
ENSDARG00000045517	itih5	4	24307551	24332950	protein_coding	4
ENSDARG00000097712	si:ch1073-443n13.2	16	18642526	18648751	protein_coding	1
ENSDARG00000024687	polr3g	5	50449303	50454796	protein_coding	1
ENSDARG00000096579	si:dkey-9c18.3	1	56015789	56016938	lincRNA	1
ENSDARG00000014248	pdlim3b	14	30652299	30669733	protein_coding	3
ENSDARG00000089667	MFAP4 (5 of 14)	1	59828265	59829489	protein_coding	1
ENSDARG00000021233	pgls	3	53322578	53338632	protein_coding	2
ENSDARG00000026964	hk2	5	15078490	15394058	protein_coding	3
ENSDARG00000075920	si:dkey-151g22.1	5	54085088	54129632	protein_coding	3
ENSDARG00000087864	BX511066.2	4	41837054	41946895	protein_coding	1
ENSDARG00000091216	or111-10	15	30710156	30711536	protein_coding	1
ENSDARG00000095191	si:dkey-57k2.7	2	37181473	37183295	protein_coding	1
ENSDARG00000095546	si:ch211-205a14.7	1	37897922	37917715	protein_coding	2
ENSDARG00000017058	gyltl1b	18	43614246	43674113	protein_coding	2
ENSDARG00000030092	tram2	20	47841168	47864410	protein_coding	2
ENSDARG00000034941	GLB1L2	18	43163249	43182170	protein_coding	3
ENSDARG00000031565	ftr67	2	52331004	52352304	protein_coding	1
ENSDARG00000022995	clic4	17	25286114	25322065	protein_coding	4
ENSDARG00000074064	rem2	2	38629171	38681494	protein_coding	1
ENSDARG00000092786	cfhl5	22	24286454	24301215	protein_coding	1
ENSDARG00000059397	tas1r2.2	8	48813560	48823160	protein_coding	2
ENSDARG00000005821	ncf2	7	44060421	44068550	protein_coding	2
ENSDARG00000003193	rassf7b	7	51111576	51147664	protein_coding	5
ENSDARG00000044796		7	76802107	76814306	protein_coding	2
ENSDARG00000070171	errfi1	11	42308073	42322122	protein_coding	2
ENSDARG00000096705	si:dkey-14i17.2	20	39945334	39946276	sense_intronic	1
ENSDARG00000060564	slc25a21	17	38197845	38400539	protein_coding	1
ENSDARG00000095505	si:dkey-184d2.4	9	37813198	37813603	processed_transcript	1
ENSDARG00000090575	RNF213 (4 of 4)	3	9692281	9697712	protein_coding	1
ENSDARG00000062270	ccnyl1	9	29270939	29288734	protein_coding	2
ENSDARG00000093000	si:dkeyp-77c8.2	13	37583601	37586858	protein_coding	1
ENSDARG00000089883	si:dkey-210j14.3	3	53279759	53282759	protein_coding	1
ENSDARG00000040387	mmd	3	11800527	11832149	protein_coding	1
ENSDARG00000059498	arl16	3	47487526	47493523	protein_coding	3
ENSDARG00000088111	CU929417.2	3	6885330	6889910	protein_coding	1
ENSDARG00000018325	taf5	1	49921680	49938546	protein_coding	1
ENSDARG00000041750	ccdc92	8	45136576	45198917	protein_coding	2
ENSDARG00000056191	si:ch211-168k14.2	9	32567909	32620264	protein_coding	4
ENSDARG00000059758	bspry	5	63031927	63047118	protein_coding	3
ENSDARG00000061635	myo5aa	18	37337381	37479503	protein_coding	5
ENSDARG00000061159	gltscr1	18	43047075	43063623	protein_coding	2
ENSDARG00000053450	ftr06	2	42396062	42405281	protein_coding	2
ENSDARG00000018743	scamp5a	25	32815223	32841369	protein_coding	1
ENSDARG00000017240	traf5	22	41260579	41281962	protein_coding	2
ENSDARG00000092399	taar20d1	10	41845033	41846016	protein_coding	1
ENSDARG00000027724	dgkb	15	33519504	33622716	protein_coding	3
ENSDARG00000067770	CT009619.1	5	41481033	41482556	protein_coding	1
ENSDARG00000055585	c1galt1a	23	28334975	28379631	protein_coding	2
ENSDARG00000088711	lgals1l1	3	29090878	29097875	protein_coding	2
ENSDARG00000041908	usp39	5	71731229	71747826	protein_coding	1
ENSDARG00000041431	slc24a1	18	18786774	18822315	protein_coding	2
ENSDARG00000073933	gareml	20	48664244	48697715	protein_coding	2
ENSDARG00000060010	iqgap2	5	47688954	47803936	protein_coding	2
ENSDARG00000053066	tubb1	6	49833530	49840084	protein_coding	1
ENSDARG00000001354	slc6a13l	6	41075067	41091883	protein_coding	2
ENSDARG00000058347	zgc:194469	6	13012678	13024879	protein_coding	2
ENSDARG00000087356	CABZ01050100.1	21	43816654	43819306	protein_coding	1
ENSDARG00000097531	si:dkey-193d10.11	17	46996705	46998340	protein_coding	1
ENSDARG00000097123	si:ch73-70c5.2	24	40178528	40184161	antisense	1
ENSDARG00000089026	si:dkey-183k8.2	6	49175880	49201054	protein_coding	2
ENSDARG00000044328	ankrd46a	21	41883715	41891129	protein_coding	3
ENSDARG00000093492	si:dkey-246i21.1	23	29428744	29500453	processed_transcript	2
ENSDARG00000041399	si:dkey-9c18.12	1	56183001	56186216	protein_coding	2
ENSDARG00000015343	pgd	23	29624333	29637397	protein_coding	1
ENSDARG00000004378	yrk	19	45151185	45224525	protein_coding	8
ENSDARG00000036818	hyal3	8	27226092	27234248	protein_coding	2
ENSDARG00000024492	col9a2	19	39970956	40016451	protein_coding	4
ENSDARG00000092201	si:ch211-233g6.6	1	59355208	59359687	protein_coding	2
ENSDARG00000034946	BX569789.1	3	24954393	24967166	protein_coding	1
ENSDARG00000076790	crygm2d16	9	23190627	23191670	protein_coding	2
ENSDARG00000093259	si:dkey-199k11.6	4	41185437	41188493	protein_coding	1
ENSDARG00000069796	zgc:113100	3	62866741	62992329	protein_coding	6
ENSDARG00000079327	hmcn2	8	33554295	33633685	protein_coding	6
ENSDARG00000092899	si:dkey-33i11.4	16	48063023	48070828	processed_transcript	2
ENSDARG00000087222	si:dkey-22a18.2	4	43450550	43465716	protein_coding	2
ENSDARG00000068191	cdh15	7	57361785	57408934	protein_coding	2
ENSDARG00000069710	si:dkey-27f16.4	1	40700595	40722159	protein_coding	4
ENSDARG00000095512	rca2.2	23	26413284	26415932	protein_coding	1
ENSDARG00000095867	si:ch73-132k15.2	8	52659682	52661203	protein_coding	5
ENSDARG00000011855	AAK1 (1 of 2)	8	51225954	51281411	protein_coding	2
ENSDARG00000074430		4	45140415	45175721	protein_coding	2
ENSDARG00000022101	OBSCN (1 of 2)	24	37433129	37511631	protein_coding	3
ENSDARG00000075425	CR376723.1	8	32060654	32066616	protein_coding	1
ENSDARG00000014280	dlgap1a	2	29324946	29407651	protein_coding	1
ENSDARG00000097720	si:ch211-241d24.4	6	42577821	42584835	processed_transcript	1
ENSDARG00000030844	klf11a	20	29527973	29531771	protein_coding	1
ENSDARG00000088260	gig2p	5	59071374	59073040	protein_coding	2
ENSDARG00000060123	ca16b	6	45889077	46099769	protein_coding	3
ENSDARG00000096374	si:dkey-45d16.8	6	24224158	24225787	protein_coding	1
ENSDARG00000055485	or137-5	6	52844807	52845739	protein_coding	1
ENSDARG00000092927	SLX4 (2 of 2)	22	27426300	27428319	protein_coding	1
ENSDARG00000097343	si:ch211-165g14.3	3	59338569	59339153	lincRNA	1
ENSDARG00000059679	zgc:158343	5	10606824	10607450	protein_coding	1
ENSDARG00000076742	cyth1a	3	58276116	58344211	protein_coding	3
ENSDARG00000096462	si:dkeyp-82h4.2	4	34633382	34634197	antisense	1
ENSDARG00000022319	or115-5	21	39123508	39124455	protein_coding	2
ENSDARG00000044365	angptl3	6	32036367	32041323	protein_coding	3
ENSDARG00000059817	mtmr12	5	42724184	42742823	protein_coding	1
ENSDARG00000088772	BX548000.3	11	30444287	30448610	protein_coding	1
ENSDARG00000074794	NECAB3	6	57491850	57570574	protein_coding	2
ENSDARG00000020007	col1a2	19	41943847	41963606	protein_coding	2
ENSDARG00000074086	TECPR1 (2 of 2)	3	61901710	61945728	protein_coding	2
ENSDARG00000092810	stap2a	2	50092416	50139542	protein_coding	1
ENSDARG00000059630	mlec	8	41819138	41837005	protein_coding	2
ENSDARG00000078267	si:dkey-181m9.8	2	26838033	26869024	protein_coding	3
ENSDARG00000053804	osbpl2a	23	31172484	31199085	protein_coding	2
ENSDARG00000097580	si:dkey-182m1.2	15	20483445	20501918	processed_transcript	1
ENSDARG00000071059	gtpbp2	22	31414989	31428551	protein_coding	2
ENSDARG00000035952	cdr2a	3	59299312	59323923	protein_coding	1
ENSDARG00000097163	si:dkey-182i1.1	17	34874018	34972888	lincRNA	1
ENSDARG00000092658	si:ch211-204c5.6	8	33635892	33642518	processed_transcript	1
ENSDARG00000061414	slx4	22	27421884	27441486	protein_coding	2
ENSDARG00000069754	CABZ01025474.1	1	34631128	34634685	protein_coding	3
ENSDARG00000090171	si:ch211-278p7.5	8	51039148	51050774	unprocessed_pseudogene	1
ENSDARG00000094157	CD22 (5 of 6)	1	57782269	57810365	protein_coding	2
ENSDARG00000058675	phospho2	6	3522792	3525022	protein_coding	1
ENSDARG00000016132	keap1a	2	41936143	41962158	protein_coding	1
ENSDARG00000010294	fmodb	8	38594850	38612708	protein_coding	2
ENSDARG00000003081	mybphb	6	55005416	55052177	protein_coding	2
ENSDARG00000039827	bbs5	9	49272141	49284004	protein_coding	2
ENSDARG00000009430	tmem30c	9	31027747	31040785	protein_coding	1
ENSDARG00000097945	si:dkey-193d10.4	17	47027401	47048255	lincRNA	1
ENSDARG00000092953	taar18i	10	41934840	41935871	protein_coding	1
ENSDARG00000027538	NOXRED1	17	45321550	45331344	protein_coding	1
ENSDARG00000070916	dnajc27	17	33502610	33514091	protein_coding	2
ENSDARG00000096702	si:ch1073-162e11.2	20	52638830	52642712	antisense	1
ENSDARG00000092734	taar13a	20	46148101	46149128	protein_coding	1
ENSDARG00000096489	si:dkey-227h16.2	20	30057486	30110021	antisense	1
ENSDARG00000038859	rgs20	2	30467360	30499334	protein_coding	4
ENSDARG00000069385	RGL4	Zv9_NA15	958	17553	protein_coding	2
ENSDARG00000079298	CABZ01081359.1	Zv9_NA759	8735	14921	protein_coding	1
ENSDARG00000044278	synpr	6	41154068	41160651	protein_coding	1
ENSDARG00000070943	TRIM47 (44 of 90)	3	50168520	50175492	protein_coding	2
ENSDARG00000014674	acsl3b	2	47496912	47540359	protein_coding	2
ENSDARG00000041239	wdr20b	20	54392289	54406347	protein_coding	2
ENSDARG00000079561	OSCP1 (2 of 2)	Zv9_scaffold3563	265296	282999	protein_coding	2
ENSDARG00000086992	BX005106.1	13	38073905	38077901	protein_coding	1
ENSDARG00000005216	zgc:158328	15	34549502	34617937	protein_coding	3
ENSDARG00000071751	phox2bb	14	14824702	14827831	protein_coding	1
ENSDARG00000017407	ttll12	Zv9_scaffold3512	46746	82380	protein_coding	1
ENSDARG00000016526	gata3	4	24141643	24151643	protein_coding	2
ENSDARG00000036630	plp2	8	51571629	51606232	protein_coding	1
ENSDARG00000077484	B4GALNT3 (2 of 3)	Zv9_scaffold3477	119745	136743	protein_coding	1
ENSDARG00000056885	per1a	10	23012653	23028581	protein_coding	2
ENSDARG00000087824	BX324179.2	Zv9_scaffold3488	25266	79161	protein_coding	1
ENSDARG00000094570	si:ch211-226h7.2	12	47274625	47288745	protein_coding	2
ENSDARG00000076734	DARE-ZE*0601	Zv9_NA257	89256	94080	protein_coding	1
ENSDARG00000059555	PXMP4	Zv9_scaffold3522	15598	21328	protein_coding	1
ENSDARG00000040123	zfpm2a	16	46671678	46980291	protein_coding	4
ENSDARG00000075379	si:ch211-113a14.19	25	36201662	36202048	protein_coding	1
ENSDARG00000060992	rpusd2	17	31264174	31271530	protein_coding	1
ENSDARG00000035844	twf1a	25	872206	878030	protein_coding	1
ENSDARG00000089928	CABZ01070631.1	18	1946128	2054889	protein_coding	1
ENSDARG00000093456	si:dkey-71p21.9	13	33484733	33491187	lincRNA	2
ENSDARG00000076299	EMILIN3 (1 of 2)	23	4136793	4165307	protein_coding	1
ENSDARG00000095169	si:dkey-152b24.6	16	49655311	49658464	protein_coding	2
ENSDARG00000053269	slc2a15b	1	31027197	31052389	protein_coding	1
ENSDARG00000011818	batf	20	46823547	46897553	protein_coding	2
ENSDARG00000036496	scp2b	23	42101674	42236811	protein_coding	3
ENSDARG00000039669	TSTA3 (2 of 3)	20	52833729	52867217	protein_coding	1
ENSDARG00000036755	prmt10	1	36454193	36480262	protein_coding	2
ENSDARG00000020218	amfr	25	37234368	37254198	protein_coding	2
ENSDARG00000045949	vps28	19	48391237	48406114	protein_coding	2
ENSDARG00000094161	si:ch73-265d7.2	23	44750218	44757455	protein_coding	1
ENSDARG00000077465	SORCS2	7	41151473	41450497	protein_coding	1
ENSDARG00000079271	dcxr	12	3635055	3645629	protein_coding	3
ENSDARG00000068365	lmx1bb	8	34108286	34229955	protein_coding	3
ENSDARG00000096026	ZNF585A (38 of 40)	4	55454546	55472486	protein_coding	2
ENSDARG00000078866	sdk1a	3	40973779	41287057	protein_coding	2
ENSDARG00000078011	NAV1 (2 of 3)	23	5889057	6117745	protein_coding	1
ENSDARG00000063668	OXSM	19	1496292	1501402	protein_coding	1
ENSDARG00000067809	ARFGAP1	11	44092	48767	protein_coding	1
ENSDARG00000096046	si:ch211-209p16.4	4	50595147	50598365	antisense	1
ENSDARG00000014652	ankrd13b	15	27831746	27888534	protein_coding	2
ENSDARG00000051756	pdhx	25	38435571	38442460	protein_coding	4
ENSDARG00000026799	suv39h1a	8	24248412	24258048	protein_coding	1
ENSDARG00000061794	jam3b	21	24262691	24324712	protein_coding	2
ENSDARG00000097188	si:zfos-480g10.1	17	50123339	50127341	lincRNA	1
ENSDARG00000092386	si:ch211-169j7.6	5	33738899	33740941	processed_transcript	2
ENSDARG00000030236	tmem30aa	17	50512329	50524291	protein_coding	1
ENSDARG00000015638	gemin2	17	12952212	12960891	protein_coding	2
ENSDARG00000070447	slc39a9	17	48279058	48309292	protein_coding	1
ENSDARG00000090552	si:dkey-7j14.6	16	45866130	45879502	protein_coding	5
ENSDARG00000090530	LAMB3	Zv9_NA282	1295	8441	protein_coding	1
ENSDARG00000074595	pcdh2aa3	14	2398341	2401409	protein_coding	1
ENSDARG00000097006	si:dkey-54h16.1	3	52037351	52066524	lincRNA	1
ENSDARG00000089939	SIMC1	14	52610970	52630071	protein_coding	1
ENSDARG00000089306	CABZ01074397.1	Zv9_NA922	5206	18117	protein_coding	1
ENSDARG00000076562	DOCK2	14	1444373	1582759	protein_coding	1
ENSDARG00000095444	HTRA2 (29 of 31)	21	4734133	4741902	protein_coding	1
ENSDARG00000075552	UBE2O	Zv9_NA224	1559	4272	protein_coding	1
ENSDARG00000010192	pax3a	2	47581097	47641979	protein_coding	2
ENSDARG00000096126	si:dkeyp-82b4.5	4	38150146	38151109	processed_transcript	1
ENSDARG00000042138	selp	20	33973250	33984423	protein_coding	5
ENSDARG00000052775	opn3	13	42898202	42918566	protein_coding	1
ENSDARG00000011171	TENM2 (1 of 3)	21	30605204	30774786	protein_coding	2
ENSDARG00000054239	ghrl	6	40368741	40370479	protein_coding	2
ENSDARG00000004586	ntrk1	16	48861089	48918945	protein_coding	2
ENSDARG00000040730	wdr75	9	42193201	42230015	protein_coding	4
ENSDARG00000097259	si:rp71-80i17.2	6	37142256	37164536	processed_transcript	1
ENSDARG00000096389	sox4a	19	29219713	29274131	protein_coding	1
ENSDARG00000095685	si:dkey-58j15.11	4	37999433	38001484	processed_transcript	2
ENSDARG00000068621	si:ch211-181d7.3	15	41270041	41288879	protein_coding	2
ENSDARG00000092128	si:dkey-1b17.2	22	2811801	2817478	protein_coding	2
ENSDARG00000090219	wdr45	10	44127556	44141232	protein_coding	1
ENSDARG00000055458	or136-1	6	52895561	52896655	protein_coding	2
ENSDARG00000090271	CABZ01088685.1	25	1110732	1116181	protein_coding	1
ENSDARG00000092289	si:ch211-238e22.8	4	58124822	58150331	protein_coding	2
ENSDARG00000029738	fbln1	25	1821012	1850616	protein_coding	2
ENSDARG00000027564		17	1594521	1645267	protein_coding	1
ENSDARG00000043336	exosc7	19	3372115	3381401	protein_coding	1
ENSDARG00000002981	cyp2aa4	23	42943804	42954118	protein_coding	1
ENSDARG00000059826	crtac1a	1	55473932	55487002	protein_coding	3
ENSDARG00000078456	brcc3	21	44445721	44454682	protein_coding	2
ENSDARG00000069214	taar10	20	46076508	46161355	protein_coding	2
ENSDARG00000095844	si:ch73-334e23.1	22	40333146	40512173	sense_overlapping	4
ENSDARG00000010793	CABZ01115322.1	10	4567980	4591256	protein_coding	1
ENSDARG00000031898	NBL1	22	99197	107460	protein_coding	1
ENSDARG00000093969	si:ch211-207m11.3	16	40144065	40147452	processed_transcript	3
ENSDARG00000006397	laptm4a	20	43807556	43818278	protein_coding	2
ENSDARG00000076638	CABZ01027547.1	16	49927969	49933497	protein_coding	1
ENSDARG00000016608	fra10ac1	12	5669582	5701663	protein_coding	1
ENSDARG00000036338	vps11	10	30642285	30659812	protein_coding	1
ENSDARG00000054946	mc5rb	16	32886547	32889388	protein_coding	2
ENSDARG00000097196	si:ch211-145n14.3	21	40736691	40739944	lincRNA	1
ENSDARG00000037172	ddrgk1	5	1835389	1843215	protein_coding	1
ENSDARG00000096650	si:dkey-27j5.11	1	57816024	57819983	protein_coding	1
ENSDARG00000016934	ttyh2	12	40106346	40236087	protein_coding	3
ENSDARG00000070939	znf740a	11	2231155	2276000	protein_coding	2
ENSDARG00000089984	CU207245.3	Zv9_scaffold3482	218289	238620	protein_coding	1
ENSDARG00000087555	FP103059.1	14	988248	1000531	protein_coding	1
ENSDARG00000008184	mia3	20	52097283	52170673	protein_coding	2
ENSDARG00000038716	casq1a	2	37742615	37756145	protein_coding	2
ENSDARG00000093144	AL645691.4	4	49364584	49370639	protein_coding	1
ENSDARG00000028387	ca9	10	8401206	8439965	protein_coding	1
ENSDARG00000088744	cyp2aa6	23	42985967	43000390	unprocessed_pseudogene	1
ENSDARG00000055653	nubp2	24	40754349	40762186	protein_coding	1
ENSDARG00000086365	CU302326.2	3	5415144	5416611	protein_coding	1
ENSDARG00000063354	ABTB1	8	7667578	7688647	protein_coding	1
ENSDARG00000063484	PLEKHG1	23	2378443	2426976	protein_coding	1
ENSDARG00000008788	camk1gb	23	39704032	39743425	protein_coding	2
ENSDARG00000034160	slc4a1ap	17	41038388	41062422	protein_coding	1
ENSDARG00000004525	C2H1orf35	2	3444090	3461887	protein_coding	1
ENSDARG00000087596	si:ch73-95l15.5	15	34259571	34282356	protein_coding	2
ENSDARG00000039943	fam46ba	16	36464082	36473792	protein_coding	1
ENSDARG00000067985	ftr23	2	48020412	48047591	protein_coding	2
ENSDARG00000011462	otub1b	7	25982900	25995978	protein_coding	2
ENSDARG00000075665	CABZ01117534.1	Zv9_NA756	13721	25344	protein_coding	1
ENSDARG00000040249	tlr18	16	31652175	31665300	protein_coding	2
ENSDARG00000056047	noxa1	5	30781287	30790954	protein_coding	3
ENSDARG00000078664	CABZ01080599.1	Zv9_NA331	14143	26271	protein_coding	1
ENSDARG00000079483	CLIP1 (2 of 2)	10	45681270	45711521	protein_coding	1
ENSDARG00000071567	TSTD1	14	30639027	30643319	protein_coding	1
ENSDARG00000087598	CABZ01100326.1	12	123321	124786	protein_coding	1
ENSDARG00000074206	BX511215.1	Zv9_scaffold3530	1116510	1130252	protein_coding	1
ENSDARG00000093727	si:ch211-237a4.2	4	57471748	57551961	protein_coding	1
ENSDARG00000063345	creg1	1	776251	780068	protein_coding	1
ENSDARG00000042829	si:dkey-30j22.1	20	35601347	35730987	protein_coding	2
ENSDARG00000097300	si:ch211-242h13.4	6	50705804	50707751	processed_transcript	1
ENSDARG00000089494	RNF213 (3 of 4)	Zv9_NA510	4047	15172	protein_coding	1
ENSDARG00000074117	CCKBR (1 of 2)	1	28553368	28598712	protein_coding	1
ENSDARG00000093348	si:ch211-238p8.7	10	41903545	41904152	unprocessed_pseudogene	1
ENSDARG00000093952	si:ch211-205a14.4	1	37844661	37873147	protein_coding	2
ENSDARG00000092753	CT573263.3	Zv9_scaffold3530	466178	473150	protein_coding	1
ENSDARG00000091253	CU469500.4	8	1106706	1120107	protein_coding	1
ENSDARG00000096008	si:dkey-233e3.4	4	38568760	38577541	protein_coding	1
ENSDARG00000045835	si:dkey-14d8.6	4	5404832	5407052	protein_coding	2
ENSDARG00000039665	CABZ01055869.1	20	7532695	7552396	protein_coding	1
ENSDARG00000096851	si:dkey-111k8.6	3	61991077	61996160	protein_coding	1
ENSDARG00000059689	mblac2	5	50442538	50447313	protein_coding	1
ENSDARG00000094097	si:ch211-209a2.1	5	64412602	64417148	processed_transcript	4
ENSDARG00000095120	CU207311.1	22	4504225	4505247	protein_coding	1
ENSDARG00000007398	LRRK1 (1 of 2)	7	10384961	10522539	protein_coding	1
ENSDARG00000035725	zgc:114119	19	50195079	50199811	protein_coding	1
ENSDARG00000086848	atad3b	22	47436	49330	protein_coding	1
ENSDARG00000094800	zgc:173545	11	18675505	18678058	protein_coding	1
ENSDARG00000060766	PXN (1 of 3)	8	3681358	3713718	protein_coding	1
ENSDARG00000097679	TRIM47 (89 of 90)	15	40265627	40270426	protein_coding	1
ENSDARG00000017844	copz1	23	36392064	36405650	protein_coding	1
ENSDARG00000096675	si:ch211-202p1.4	20	37400522	37454024	antisense	1
ENSDARG00000093025	si:dkeyp-77c8.4	13	37605758	37607667	protein_coding	1
ENSDARG00000038312	rcl1	5	1942988	1978969	protein_coding	1
ENSDARG00000087008	CU638740.4	14	4382291	4389202	protein_coding	1
ENSDARG00000088113	CT573287.1	14	12556891	12562849	protein_coding	1
ENSDARG00000051853	galns	7	56806614	56896738	protein_coding	2
ENSDARG00000089169	ZBTB49	14	155649	156483	protein_coding	1
ENSDARG00000009447	atp5g3b	6	10741791	10746869	protein_coding	3
